headline,score
"अजय देवगन की फिल्म का बजट बढ़ा, 250 करोड़ में होगी तैयार",3
"कार्ति चिदंबरम को सुप्रीम कोर्ट ने सशर्त दी UK जाने की छूट, कहा - नहीं लौटे तो होगी कार्रवाई",0
BSkyB director joins Setanta,0
Bravitude climbing fast on Google,0
19 Gifts Every Classical Music Nerd Will Love,3
"दिल्ली के मुख्यमंत्री अरविंद केजरीवाल ने खत्म किया LG हाउस में 9 दिन से जारी धरना, जानिये बाहर आने के बाद क्या कहा...",1
Violence in Iran increases,0
"On Business, Eyes Peeled for Fliers of Another Sort",1
"Hair Care Tips: हेयर फॉल से हैं परेशान तो ये नुस्खा आएगा काम, बालों को बनाएगा घना और काला!",1
"गजब: 1 रुपये की इस चीज से 7 दिन में ठीक होगा हर रोग, आयुर्वेदाचार्य ने किया दावा, देखें कैसे!!!",4
"Dear Husbands! बहुत जरूरी है अपनी वर्किंग वाइफ का ध्यान रखना, क्योंकि...",2
बिहार में बोले PM मोदी- जिन्हें भारत माता की जय और वंदे मातरम बोलने से दिक्कत उनकी जमानत हो जब्त,0
"सार्वजनिक की गई फाइलों से हुआ खुलासा, रूस में नेताजी सुभाषचंद्र बोस के ठहरने का कोई रिकॉर्ड नहीं",2
असम: बाढ़ के बाद पर्यटकों के लिए फिर खुला काजीरंगा पार्क,0
Former Australian PM attacks parliament on apology to the Stolen Generations,2
What happens next will blow your mind - click here now!!!,4
"फ्लाइट में पायलट ने किया एयर होस्टेस को प्रपोज, फिर हुआ कुछ ऐसा जिसे देख पेसेंजर्स हुए हैरान",2
"थायराइड में तुरंत राहत देता है यह आयुर्वेदिक उपाय, जानें कैसे करें इस्तेमाल",3
